Techniques,Rule
T1137,sigma-master/rules/windows/registry/registry_set/registry_set_hidden_extention.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_uncommon_folder.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_uncommon_folder.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_persistence_search_order.yml
T1546,sigma-master/rules/windows/registry/registry_set/registry_set_persistence_search_order.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_shim_databases_persistence.yml
T1546,sigma-master/rules/windows/registry/registry_set/registry_set_shim_databases_persistence.yml
T1137,sigma-master/rules/windows/registry/registry_set/registry_set_office_vsto_persistence.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_office_vsto_persistence.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/registry/registry_set/registry_set_lolbin_onedrivestandaloneupdater.yml
T1105,sigma-master/rules/windows/registry/registry_set/registry_set_lolbin_onedrivestandaloneupdater.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_ie_persistence.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_ie_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_defender_realtime_protection_disabled.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_defender_realtime_protection_disabled.yml
EXECUTION,sigma-master/rules/windows/registry/registry_set/registry_set_mal_blue_mockingbird.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_mal_blue_mockingbird.yml
T1047,sigma-master/rules/windows/registry/registry_set/registry_set_mal_blue_mockingbird.yml
EXECUTION,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
T1021,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
T1543,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
T1569,sigma-master/rules/windows/registry/registry_set/registry_set_cobaltstrike_service_installs.yml
EXECUTION,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_as_service.yml
T1569,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_as_service.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_pua_protection_on_microsoft_defender.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_pua_protection_on_microsoft_defender.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_vbs_payload_stored.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_vbs_payload_stored.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_dns_over_https_enabled.yml
T1140,sigma-master/rules/windows/registry/registry_set/registry_set_dns_over_https_enabled.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_dns_over_https_enabled.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_logging_disabled.yml
T1564,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_logging_disabled.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_globalflags_persistence.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_globalflags_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_globalflags_persistence.yml
T1546,sigma-master/rules/windows/registry/registry_set/registry_set_globalflags_persistence.yml
2013-01-002,sigma-master/rules/windows/registry/registry_set/registry_set_globalflags_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_defender_disabled.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_defender_disabled.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_security.yml
T1137,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_security.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_susp_run_key_img_folder.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_susp_run_key_img_folder.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_add_port_monitor.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_add_port_monitor.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_currentversion.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_currentversion.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_in_run_keys.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_powershell_in_run_keys.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_exploit_guard_net_protection_on_ms_defender.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_exploit_guard_net_protection_on_ms_defender.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_wmp.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_wmp.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_wmp.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_susp_printer_driver.yml
T1574,sigma-master/rules/windows/registry/registry_set/registry_set_susp_printer_driver.yml
2021,sigma-master/rules/windows/registry/registry_set/registry_set_susp_printer_driver.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_tamper_protection_on_microsoft_defender.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disabled_tamper_protection_on_microsoft_defender.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_taskcache_entry.yml
T1053,sigma-master/rules/windows/registry/registry_set/registry_set_taskcache_entry.yml
T1053,sigma-master/rules/windows/registry/registry_set/registry_set_taskcache_entry.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_temp_folder.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_temp_folder.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_susp_folder.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_creation_service_susp_folder.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_bypass_uac_using_silentcleanup_task.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_bypass_uac_using_silentcleanup_task.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_bypass_uac_using_silentcleanup_task.yml
IMPACT,sigma-master/rules/windows/registry/registry_set/registry_set_install_root_or_ca_certificat.yml
T1490,sigma-master/rules/windows/registry/registry_set/registry_set_install_root_or_ca_certificat.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disable_defender_firewall.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disable_defender_firewall.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_custom_file_open_handler_powershell_execution.yml
T1202,sigma-master/rules/windows/registry/registry_set/registry_set_custom_file_open_handler_powershell_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_dhcp_calloutdll.yml
T1574,sigma-master/rules/windows/registry/registry_set/registry_set_dhcp_calloutdll.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_dhcp_calloutdll.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_office.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_office.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_set_nopolicies_user.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_set_nopolicies_user.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_wow6432node_classes.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_wow6432node_classes.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_winsat.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_system_scripts.yml
T1547,sigma-master/rules/windows/registry/registry_set/registry_set_asep_reg_keys_modification_system_scripts.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_blackbyte_ransomware.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_blackbyte_ransomware.yml
EXECUTION,sigma-master/rules/windows/registry/registry_set/registry_set_office_enable_dde.yml
T1559,sigma-master/rules/windows/registry/registry_set/registry_set_office_enable_dde.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_hide_file.yml
T1564,sigma-master/rules/windows/registry/registry_set/registry_set_hide_file.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_add_load_service_in_safe_mode.yml
T1564,sigma-master/rules/windows/registry/registry_set/registry_set_add_load_service_in_safe_mode.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_change_security_zones.yml
T1137,sigma-master/rules/windows/registry/registry_set/registry_set_change_security_zones.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
T1548,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
2019-04-001,sigma-master/rules/windows/registry/registry_set/registry_set_uac_bypass_sdclt.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_defender_exclusions.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_defender_exclusions.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_telemetry_persistence.yml
T1053,sigma-master/rules/windows/registry/registry_set/registry_set_telemetry_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_hide_fonction_user.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_hide_fonction_user.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_registry_webview.yml
T1112,sigma-master/rules/windows/registry/registry_set/registry_set_outlook_registry_webview.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_disable_microsoft_office_security_features.yml
T1562,sigma-master/rules/windows/registry/registry_set/registry_set_disable_microsoft_office_security_features.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_set/registry_set_file_association_exefile.yml
EXECUTION,sigma-master/rules/windows/registry/registry_add/registry_add_mal_ursnif.yml
T1112,sigma-master/rules/windows/registry/registry_add/registry_add_mal_ursnif.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_add/registry_add_mal_netwire.yml
T1112,sigma-master/rules/windows/registry/registry_add/registry_add_mal_netwire.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_sdelete_registry_keys.yml
T1070,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_sdelete_registry_keys.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_add/registry_add_persistence_key_linking.yml
T1546,sigma-master/rules/windows/registry/registry_add/registry_add_persistence_key_linking.yml
T1037,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_add/registry_add_logon_scripts_userinitmprlogonscript_reg.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_eula_accepted.yml
T1588,sigma-master/rules/windows/registry/registry_add/registry_add_sysinternals_eula_accepted.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_sd_value_scheduled_task_hide.yml
T1562,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_sd_value_scheduled_task_hide.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
T1070,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
T1112,sigma-master/rules/windows/registry/registry_delete/registry_delete_mstsc_history_cleared.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_amsi_registry_key.yml
T1562,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_amsi_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_com_hijacking_registry_key.yml
T1112,sigma-master/rules/windows/registry/registry_delete/registry_delete_removal_com_hijacking_registry_key.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appcertdlls_registry_key.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appcertdlls_registry_key.yml
T1564,sigma-master/rules/windows/registry/registry_event/registry_event_crashdump_disabled.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_crashdump_disabled.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appinit_dlls_registry_key.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_new_dll_added_to_appinit_dlls_registry_key.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_narrator_feedback_persistance.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_narrator_feedback_persistance.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_runkey_winekey.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_runkey_winekey.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_office_test_regadd.yml
T1137,sigma-master/rules/windows/registry/registry_event/registry_event_office_test_regadd.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
T1204,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_mimikatz_printernightmare.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
T1548,sigma-master/rules/windows/registry/registry_event/registry_event_bypass_via_wsreset.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_apt_leviathan.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_apt_leviathan.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_mal_flowcloud.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_mal_flowcloud.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
2014-11-003,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
2014-11-008,sigma-master/rules/windows/registry/registry_event/registry_event_stickykey_like_backdoor.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_lsass_dll_load.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_download_run_key.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_download_run_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
T1562,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_disable_security_events_logging_adding_reg_key_minint.yml
COLLECTION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
T1125,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
T1123,sigma-master/rules/windows/registry/registry_event/registry_event_susp_mic_cam_access.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_ssp_added_lsa_config.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_ssp_added_lsa_config.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
T1218,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
G0069,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
2019-04-001,sigma-master/rules/windows/registry/registry_event/registry_event_cmstp_execution_by_registry.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_apt_oceanlotus_registry.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_apt_oceanlotus_registry.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
T1090,sigma-master/rules/windows/registry/registry_event/registry_event_portproxy_registry_key.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_disable_wdigest_credential_guard.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_disable_wdigest_credential_guard.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
T1218,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_susp_atbroker_change.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
T1566,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
T1203,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
2021,sigma-master/rules/windows/registry/registry_event/registry_event_cve_2021_31979_cve_2021_33771_exploits.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
T1574,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_dns_serverlevelplugindll.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
T1562,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_net_ntlm_downgrade.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_add_local_hidden_user.yml
T1136,sigma-master/rules/windows/registry/registry_event/registry_event_add_local_hidden_user.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_runonce_persistence.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_runonce_persistence.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_redmimicry_winnti_reg.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_redmimicry_winnti_reg.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_esentutl_volume_shadow_copy_service_keys.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_esentutl_volume_shadow_copy_service_keys.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
S0005,sigma-master/rules/windows/registry/registry_event/registry_event_hack_wce_reg.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/registry/registry_event/registry_event_apt_pandemic.yml
T1105,sigma-master/rules/windows/registry/registry_event/registry_event_apt_pandemic.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
G0049,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1053,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
S0111,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1543,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
T1071,sigma-master/rules/windows/registry/registry_event/registry_event_apt_chafer_mar18.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_modify_screensaver_binary_path.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/registry/registry_event/registry_event_hybridconnectionmgr_svc_installation.yml
T1608,sigma-master/rules/windows/registry/registry_event/registry_event_hybridconnectionmgr_svc_installation.yml
EXECUTION,sigma-master/rules/windows/registry/registry_event/registry_event_mal_azorult.yml
T1112,sigma-master/rules/windows/registry/registry_event/registry_event_mal_azorult.yml
PERSISTENCE,sigma-master/rules/windows/registry/registry_event/registry_event_persistence_recycle_bin.yml
T1547,sigma-master/rules/windows/registry/registry_event/registry_event_persistence_recycle_bin.yml
INITIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_trust_record_modification.yml
T1566,sigma-master/rules/windows/registry/registry_event/registry_event_trust_record_modification.yml
DEFENSE_EVASION,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
T1548,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
T1546,sigma-master/rules/windows/registry/registry_event/registry_event_shell_open_keys_manipulation.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/registry/registry_event/registry_event_silentprocessexit_lsass.yml
T1003,sigma-master/rules/windows/registry/registry_event/registry_event_silentprocessexit_lsass.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_keepass.yml
T1555,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_keepass.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
T1218,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_susp_powershell_rundll32.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_cobaltstrike_process_injection.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_cobaltstrike_process_injection.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
S0005,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
T1003,sigma-master/rules/windows/create_remote_thread/sysmon_password_dumper_lsass.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml
T1127,sigma-master/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_susp_remote_thread.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
T1218,sigma-master/rules/windows/create_remote_thread/sysmon_cactustorch.yml
DEFENSE_EVASION,sigma-master/rules/windows/create_remote_thread/sysmon_createremotethread_loadlibrary.yml
T1055,sigma-master/rules/windows/create_remote_thread/sysmon_createremotethread_loadlibrary.yml
EXECUTION,sigma-master/rules/windows/create_remote_thread/sysmon_powershell_code_injection.yml
T1059,sigma-master/rules/windows/create_remote_thread/sysmon_powershell_code_injection.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_susp_reg_bitlocker.yml
T1486,sigma-master/rules/windows/process_creation/proc_creation_win_susp_reg_bitlocker.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_susp_dxcap.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_susp_dxcap.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_offlinescannershell.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_offlinescannershell.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
G0009,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
T1068,sigma-master/rules/windows/process_creation/proc_creation_win_apt_hurricane_panda.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uninstall_sysmon.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_uninstall_sysmon.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_invoke_obfuscation_obfuscated_iex_commandline.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_changepk_slui.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hack_krbrelay.yml
T1558,sigma-master/rules/windows/process_creation/proc_creation_win_hack_krbrelay.yml
